station,week,month,month_3,month_6,year,train_number,station_code
BHATAPARA (BYT),32,67,65,67,61,12809,BYT
BILASPUR JN (BSP),34,67,66,68,62,12809,BSP
CHAMPA (CPH),53,87,88,94,84,12809,CPH
SAKTI (SKT),64,95,98,102,93,12809,SKT
KHARSIA (KHS),65,93,96,101,92,12809,KHS
RAIGARH (RIG),72,97,98,104,99,12809,RIG
BRAJRAJNAGAR (BRJN),91,109,109,116,119,12809,BRJN
JHARSUGUDA JN (JSG),89,110,114,131,123,12809,JSG
ROURKELA (ROU),111,142,140,169,161,12809,ROU
CHAKRADHARPUR (CKP),137,159,151,179,168,12809,CKP
TATANAGAR JN (TATA),165,176,165,195,178,12809,TATA
KHARAGPUR JN (KGP),234,196,176,201,186,12809,KGP
SANTRAGACHI JN (SRC),510,474,384,355,301,12809,SRC
HOWRAH JN (HWH),481,464,376,351,295,12809,HWH
HOWRAH JN (HWH),5,3,10,24,16,12810,HWH
KHARAGPUR JN (KGP),5,7,15,29,26,12810,KGP
TATANAGAR JN (TATA),26,25,29,46,38,12810,TATA
CHAKRADHARPUR (CKP),26,33,40,57,47,12810,CKP
ROURKELA (ROU),37,50,57,74,63,12810,ROU
JHARSUGUDA JN (JSG),20,38,41,63,53,12810,JSG
BRAJRAJNAGAR (BRJN),47,50,50,73,68,12810,BRJN
RAIGARH (RIG),61,60,60,89,87,12810,RIG
KHARSIA (KHS),70,70,68,102,105,12810,KHS
SAKTI (SKT),73,74,72,108,111,12810,SKT
CHAMPA (CPH),77,78,77,116,123,12810,CPH
BILASPUR JN (BSP),81,78,75,116,122,12810,BSP
BHATAPARA (BYT),85,84,83,126,131,12810,BYT
RAIPUR JN (R),89,89,91,141,143,12810,R
DURG (DURG),85,84,89,140,141,12810,DURG
RAJ NANDGAON (RJN),92,95,107,157,156,12810,RJN
DONGARGARH (DGG),98,110,118,171,175,12810,DGG
GONDIA JN (G),136,158,156,204,202,12810,G
TUMSAR ROAD (TMR),141,166,165,212,208,12810,TMR
BHANDARA ROAD (BRD),143,168,168,217,212,12810,BRD
NAGPUR (NGP),135,162,171,226,216,12810,NGP
SEVAGRAM (SEGM),152,178,190,242,231,12810,SEGM
WARDHA JN (WR),155,180,193,246,235,12810,WR
PULGAON JN (PLO),162,187,199,250,262,12810,PLO
DHAMANGAON (DMN),170,195,208,258,247,12810,DMN
BADNERA JN (BD),117,138,154,205,193,12810,BD
MURTAJAPUR (MZR),113,139,157,209,195,12810,MZR
AKOLA JN (AK),113,140,157,209,196,12810,AK
SHEGAON (SEG),118,143,160,212,199,12810,SEG
NANDURA (NN),124,149,165,216,204,12810,NN
MALKAPUR (MKU),119,143,160,211,199,12810,MKU
BHUSAVAL JN (BSL),130,160,174,226,213,12810,BSL
JALGAON JN (JL),133,165,179,231,217,12810,JL
CHALISGAON JN (CSN),132,172,184,237,224,12810,CSN
MANMAD JN (MMR),136,180,194,247,234,12810,MMR
NASIK ROAD (NK),128,177,190,245,234,12810,NK
KALYAN JN (KYN),136,198,206,276,257,12810,KYN
DADAR (DR),101,112,116,97,81,12810,DR
C SHIVAJI TERM MUMBAI (CSMT),83,115,101,114,116,12810,CSMT
LOKMANYATILAK T (LTT),1,1,3,8,9,12811,LTT
THANE (TNA),5,3,6,11,13,12811,TNA
KALYAN JN (KYN),11,7,10,16,17,12811,KYN
NASIK ROAD (NK),6,4,13,16,18,12811,NK
MANMAD JN (MMR),10,17,24,24,32,12811,MMR
BHUSAVAL JN (BSL),26,22,29,29,37,12811,BSL
AKOLA JN (AK),24,28,38,43,51,12811,AK
BADNERA JN (BD),12,14,21,26,34,12811,BD
WARDHA JN (WR),28,29,36,40,46,12811,WR
NAGPUR (NGP),5,8,17,29,32,12811,NGP
GONDIA JN (G),38,36,39,53,56,12811,G
DURG (DURG),13,28,33,54,62,12811,DURG
RAIPUR JN (R),19,51,47,70,78,12811,R
BILASPUR JN (BSP),19,55,50,72,80,12811,BSP
RAIGARH (RIG),62,82,79,106,116,12811,RIG
JHARSUGUDA JN (JSG),92,121,113,144,158,12811,JSG
ROURKELA (ROU),99,144,130,168,184,12811,ROU
HATIA (HTE),95,160,139,176,191,12811,HTE
HATIA (HTE),1,0,3,3,3,12812,HTE
ROURKELA (ROU),10,25,25,22,22,12812,ROU
JHARSUGUDA JN (JSG),12,24,19,17,15,12812,JSG
RAIGARH (RIG),26,62,56,58,63,12812,RIG
BILASPUR JN (BSP),98,111,98,119,129,12812,BSP
RAIPUR JN (R),130,138,120,144,154,12812,R
DURG (DURG),138,139,121,145,155,12812,DURG
GONDIA JN (G),197,193,180,200,207,12812,G
NAGPUR (NGP),179,194,172,194,205,12812,NGP
WARDHA JN (WR),187,209,195,219,227,12812,WR
BADNERA JN (BD),170,195,186,213,215,12812,BD
AKOLA JN (AK),174,206,198,229,230,12812,AK
BHUSAVAL JN (BSL),198,223,215,250,252,12812,BSL
MANMAD JN (MMR),221,240,229,275,273,12812,MMR
NASIK ROAD (NK),212,235,222,280,277,12812,NK
KALYAN JN (KYN),226,259,240,301,300,12812,KYN
THANE (TNA),132,152,142,197,208,12812,TNA
LOKMANYATILAK T (LTT),0,228,176,238,254,12812,LTT
HOWRAH JN (HWH),3,5,3,4,5,12813,HWH
KHARAGPUR JN (KGP),3,11,7,8,11,12813,KGP
JHARGRAM (JGM),4,11,8,9,13,12813,JGM
CHAKULIA (CKU),9,11,8,9,13,12813,CKU
GHATSILA (GTS),2,7,7,9,13,12813,GTS
RAKHA MINES (RHE),2,4,3,6,9,12813,RHE
TATANAGAR JN (TATA),9,7,5,8,10,12813,TATA
TATANAGAR JN (TATA),0,0,0,0,4,12814,TATA
RAKHA MINES (RHE),2,4,5,6,8,12814,RHE
GHATSILA (GTS),8,9,8,8,10,12814,GTS
CHAKULIA (CKU),8,7,6,7,10,12814,CKU
JHARGRAM (JGM),5,4,5,6,9,12814,JGM
KHARAGPUR JN (KGP),1,2,4,6,14,12814,KGP
SANTRAGACHI JN (SRC),4,28,24,22,27,12814,SRC
HOWRAH JN (HWH),4,31,27,22,28,12814,HWH
PURI (PURI),5,3,3,4,7,12815,PURI
KHURDA ROAD JN (KUR),5,7,9,7,8,12815,KUR
BHUBANESWAR (BBS),20,11,13,9,9,12815,BBS
CUTTACK (CTC),21,12,14,11,11,12815,CTC
JAJPUR K ROAD (JJKR),30,19,22,21,18,12815,JJKR
BHADRAKH (BHC),14,7,11,9,10,12815,BHC
BALASORE (BLS),17,13,15,14,13,12815,BLS
JALESWAR (JER),21,18,17,16,15,12815,JER
HIJILLI (HIJ),20,15,14,12,11,12815,HIJ
MIDNAPORE (MDN),13,4,7,5,9,12815,MDN
BISHNUPUR (VSU),37,25,18,17,21,12815,VSU
BANKURA (BQA),41,26,19,19,21,12815,BQA
ADRA JN (ADRA),26,12,11,14,15,12815,ADRA
BHAGA JN (VAA),29,20,22,21,19,12815,VAA
NSC BOSE J GOMO (GMO),25,9,11,12,10,12815,GMO
PARASNATH (PNME),25,13,16,16,14,12815,PNME
KODERMA (KQR),39,26,29,29,26,12815,KQR
GAYA JN (GAYA),24,9,11,14,13,12815,GAYA
DEHRI ON SONE (DOS),33,16,27,28,20,12815,DOS
SASARAM (SSM),35,19,31,32,25,12815,SSM
PT DEEN DAYAL UPADHYAY JN (DDU),27,18,30,34,26,12815,DDU
MIRZAPUR (MZP),70,56,67,65,52,12815,MZP
PRAYAGRAJ JN (PRYJ),159,102,125,121,99,12815,PRYJ
FATEHPUR (FTP),226,139,166,156,128,12815,FTP
KANPUR CENTRAL (CNB),239,133,167,158,126,12815,CNB
ALIGARH JN (ALJN),287,166,208,197,155,12815,ALJN
ANAND VIHAR TRM (ANVT),265,150,195,182,152,12815,ANVT
ANAND VIHAR TRM (ANVT),1,4,2,2,1,12816,ANVT
ALIGARH JN (ALJN),10,15,20,20,15,12816,ALJN
KANPUR CENTRAL (CNB),16,21,44,38,28,12816,CNB
FATEHPUR (FTP),66,47,69,63,48,12816,FTP
PRAYAGRAJ JN (PRYJ),126,90,102,86,70,12816,PRYJ
MIRZAPUR (MZP),175,140,148,132,108,12816,MZP
PT DEEN DAYAL UPADHYAY JN (DDU),228,191,179,160,128,12816,DDU
SASARAM (SSM),241,206,196,176,143,12816,SSM
DEHRI ON SONE (DOS),243,206,196,176,145,12816,DOS
GAYA JN (GAYA),226,190,185,166,135,12816,GAYA
KODERMA (KQR),239,194,189,169,133,12816,KQR
PARASNATH (PNME),230,187,179,159,120,12816,PNME
NSC BOSE J GOMO (GMO),211,165,158,136,105,12816,GMO
BHAGA JN (VAA),211,166,159,138,105,12816,VAA
ADRA JN (ADRA),205,162,158,144,108,12816,ADRA
BANKURA (BQA),207,168,164,149,110,12816,BQA
MIDNAPORE (MDN),188,148,143,131,97,12816,MDN
HIJILLI (HIJ),178,134,129,115,82,12816,HIJ
JALESWAR (JER),177,128,124,110,79,12816,JER
BALASORE (BLS),161,119,118,105,75,12816,BLS
BHADRAKH (BHC),175,121,116,103,73,12816,BHC
JAJPUR K ROAD (JJKR),183,124,120,106,77,12816,JJKR
CUTTACK (CTC),189,129,127,114,82,12816,CTC
BHUBANESWAR (BBS),188,129,128,113,82,12816,BBS
KHURDA ROAD JN (KUR),187,128,130,115,83,12816,KUR
PURI (PURI),177,113,121,105,75,12816,PURI
HATIA (HTE),1,1,1,4,4,12817,HTE
RANCHI (RNC),5,2,7,7,7,12817,RNC
MURI (MURI),4,1,7,7,7,12817,MURI
BOKARO STL CITY (BKSC),1,1,6,5,6,12817,BKSC
CHANDRAPURA (CRP),0,0,5,4,6,12817,CRP
NSC BOSE J GOMO (GMO),5,6,10,9,9,12817,GMO
KODERMA (KQR),21,27,30,28,29,12817,KQR
GAYA JN (GAYA),2,2,5,5,6,12817,GAYA
GURARU (GRRU),11,7,10,10,9,12817,GRRU
RAFIGANJ (RFJ),12,7,15,14,11,12817,RFJ
ANUGRAHA N ROAD (AUBR),23,19,27,22,17,12817,AUBR
DEHRI ON SONE (DOS),27,23,31,28,21,12817,DOS
SASARAM (SSM),35,35,40,36,30,12817,SSM
BHABUA ROAD (BBU),50,47,56,50,45,12817,BBU
PT DEEN DAYAL UPADHYAY JN (DDU),4,4,8,6,7,12817,DDU
PRAYAGRAJ JN (PRYJ),86,56,80,63,52,12817,PRYJ
KANPUR CENTRAL (CNB),127,85,117,101,80,12817,CNB
ANAND VIHAR TRM (ANVT),85,25,80,66,49,12817,ANVT
ANAND VIHAR TRM (ANVT),0,1,21,12,10,12818,ANVT
KANPUR CENTRAL (CNB),48,43,84,74,62,12818,CNB
PRAYAGRAJ JN (PRYJ),75,62,112,102,78,12818,PRYJ
PT DEEN DAYAL UPADHYAY JN (DDU),199,110,163,137,95,12818,DDU
BHABUA ROAD (BBU),215,123,181,154,110,12818,BBU
SASARAM (SSM),222,130,188,162,117,12818,SSM
DEHRI ON SONE (DOS),226,132,191,165,119,12818,DOS
ANUGRAHA N ROAD (AUBR),226,132,193,167,121,12818,AUBR
RAFIGANJ (RFJ),229,136,198,172,123,12818,RFJ
GURARU (GRRU),231,139,200,174,126,12818,GRRU
GAYA JN (GAYA),207,115,178,153,110,12818,GAYA
KODERMA (KQR),209,113,177,153,109,12818,KQR
NSC BOSE J GOMO (GMO),201,106,170,146,103,12818,GMO
CHANDRAPURA (CRP),208,114,176,150,106,12818,CRP
BOKARO STL CITY (BKSC),196,95,156,130,90,12818,BKSC
MURI (MURI),188,90,154,133,91,12818,MURI
RANCHI (RNC),188,89,150,127,87,12818,RNC
HATIA (HTE),186,86,147,124,85,12818,HTE
BHUBANESWAR (BBS),1,2,1,1,4,12819,BBS
CUTTACK (CTC),0,2,3,3,4,12819,CTC
JAJPUR K ROAD (JJKR),5,15,13,16,15,12819,JJKR
BHADRAKH (BHC),17,8,6,6,5,12819,BHC
SORO (SORO),20,18,17,15,11,12819,SORO
BALASORE (BLS),21,19,16,15,11,12819,BLS
JALESWAR (JER),18,18,16,15,13,12819,JER
HIJILLI (HIJ),19,14,13,11,8,12819,HIJ
TATANAGAR JN (TATA),18,25,35,28,21,12819,TATA
NSC BOSE J GOMO (GMO),25,47,44,34,26,12819,GMO
PT DEEN DAYAL UPADHYAY JN (DDU),15,51,51,45,30,12819,DDU
KANPUR CENTRAL (CNB),115,146,156,153,115,12819,CNB
ANAND VIHAR TRM (ANVT),52,89,114,107,73,12819,ANVT
ANAND VIHAR TRM (ANVT),0,0,4,2,2,12820,ANVT
KANPUR CENTRAL (CNB),22,22,29,29,30,12820,CNB
PT DEEN DAYAL UPADHYAY JN (DDU),236,171,140,131,104,12820,DDU
NSC BOSE J GOMO (GMO),205,148,120,106,82,12820,GMO
TATANAGAR JN (TATA),210,180,153,131,95,12820,TATA
HIJILLI (HIJ),210,182,157,139,105,12820,HIJ
JALESWAR (JER),208,178,156,136,102,12820,JER
BALASORE (BLS),204,176,156,136,101,12820,BLS
SORO (SORO),216,182,151,131,97,12820,SORO
BHADRAKH (BHC),186,163,137,114,82,12820,BHC
JAJPUR K ROAD (JJKR),191,170,141,118,85,12820,JJKR
CUTTACK (CTC),198,177,152,124,91,12820,CTC
BHUBANESWAR (BBS),181,165,143,113,81,12820,BBS
SHALIMAR (SHM),0,1,1,2,2,12821,SHM
SANTRAGACHI JN (SRC),0,1,1,2,3,12821,SRC
KHARAGPUR JN (KGP),8,8,9,9,11,12821,KGP
BELDA (BLDA),8,11,10,11,13,12821,BLDA
DANTAN (DNT),6,9,10,10,13,12821,DNT
JALESWAR (JER),5,9,10,10,13,12821,JER
BASTA (BTS),4,7,8,8,12,12821,BTS
BALASORE (BLS),6,9,10,11,13,12821,BLS
SORO (SORO),4,8,10,11,13,12821,SORO
BHADRAKH (BHC),0,3,3,5,6,12821,BHC
JAJPUR K ROAD (JJKR),2,7,5,5,7,12821,JJKR
DHANMANDAL (DNM),7,14,12,11,11,12821,DNM
CUTTACK (CTC),14,21,19,20,19,12821,CTC
BHUBANESWAR (BBS),16,21,19,18,17,12821,BBS
KHURDA ROAD JN (KUR),18,23,20,20,18,12821,KUR
PURI (PURI),14,13,11,10,8,12821,PURI
PURI (PURI),1,2,2,2,3,12822,PURI
KHURDA ROAD JN (KUR),6,7,6,5,7,12822,KUR
BHUBANESWAR (BBS),18,9,5,6,7,12822,BBS
CUTTACK (CTC),17,9,7,7,9,12822,CTC
DHANMANDAL (DNM),18,12,10,11,12,12822,DNM
JAJPUR K ROAD (JJKR),24,15,14,15,16,12822,JJKR
BHADRAKH (BHC),13,7,5,7,11,12822,BHC
SORO (SORO),20,23,15,16,14,12822,SORO
BALASORE (BLS),18,23,16,18,16,12822,BLS
BASTA (BTS),19,25,19,19,18,12822,BTS
JALESWAR (JER),18,24,22,22,21,12822,JER
DANTAN (DNT),18,24,21,22,21,12822,DNT
BELDA (BLDA),20,25,22,22,20,12822,BLDA
KHARAGPUR JN (KGP),18,26,21,20,19,12822,KGP
SANTRAGACHI JN (SRC),67,35,29,26,25,12822,SRC
SHALIMAR (SHM),63,24,22,22,23,12822,SHM
DURG (DURG),1,1,2,2,3,12823,DURG
RAIPUR JN (R),9,11,12,14,14,12823,R
BHATAPARA (BYT),13,18,23,24,27,12823,BYT
BILASPUR JN (BSP),18,16,23,25,27,12823,BSP
PENDRA ROAD (PND),45,48,58,64,70,12823,PND
ANUPPUR JN (APR),45,49,63,71,75,12823,APR
SHAHDOL (SDL),46,57,74,79,83,12823,SDL
UMARIA (UMR),47,60,77,83,88,12823,UMR
KATNI MURWARA (KMZ),49,91,113,113,112,12823,KMZ
SAUGOR (SGO),65,103,131,124,129,12823,SGO
VIRANGANA LAKSHMIBAI (VGLB),71,143,185,174,162,12823,VGLB
H NIZAMUDDIN (NZM),58,168,244,219,188,12823,NZM
H NIZAMUDDIN (NZM),0,1,5,4,3,12824,NZM
VIRANGANA LAKSHMIBAI (VGLB),27,27,48,46,38,12824,VGLB
SAUGOR (SGO),36,48,83,71,53,12824,SGO
KATNI MURWARA (KMZ),22,58,97,79,61,12824,KMZ
UMARIA (UMR),23,67,101,89,71,12824,UMR
SHAHDOL (SDL),27,80,111,99,80,12824,SDL
ANUPPUR JN (APR),28,80,116,103,82,12824,APR
PENDRA ROAD (PND),41,89,128,117,96,12824,PND
BILASPUR JN (BSP),41,89,133,123,97,12824,BSP
BHATAPARA (BYT),112,157,191,179,152,12824,BYT
RAIPUR JN (R),131,176,207,194,166,12824,R
DURG (DURG),162,203,221,209,171,12824,DURG
RANCHI (RNC),0,0,11,7,5,12825,RNC
MURI (MURI),0,0,11,7,4,12825,MURI
BOKARO STL CITY (BKSC),0,2,9,5,4,12825,BKSC
NSC BOSE J GOMO (GMO),1,2,8,5,4,12825,GMO
HAZARIBAGH RD (HZD),6,8,16,31,19,12825,HZD
KODERMA (KQR),17,15,21,15,14,12825,KQR
PT DEEN DAYAL UPADHYAY JN (DDU),15,6,12,24,14,12825,DDU
KANPUR CENTRAL (CNB),94,88,110,122,91,12825,CNB
ANAND VIHAR TRM (ANVT),24,32,64,78,51,12825,ANVT
ANAND VIHAR TRM (ANVT),1,1,1,6,4,12826,ANVT
KANPUR CENTRAL (CNB),29,27,46,46,38,12826,CNB
PT DEEN DAYAL UPADHYAY JN (DDU),272,200,163,171,136,12826,DDU
KODERMA (KQR),294,206,178,182,142,12826,KQR
HAZARIBAGH RD (HZD),299,211,184,188,148,12826,HZD
NSC BOSE J GOMO (GMO),298,206,179,183,145,12826,GMO
BOKARO STL CITY (BKSC),225,130,116,113,77,12826,BKSC
MURI (MURI),224,138,123,122,87,12826,MURI
RANCHI (RNC),207,124,111,106,72,12826,RNC
HOWRAH JN (HWH),9,11,6,8,5,12827,HWH
KHARAGPUR JN (KGP),10,12,9,9,10,12827,KGP
GIRIMAIDAN (GMDN),10,12,10,9,10,12827,GMDN
MIDNAPORE (MDN),8,9,8,8,9,12827,MDN
SALBONI (SLB),21,24,19,18,18,12827,SLB
CHANDRAKONA RD (CDGR),26,26,20,19,19,12827,CDGR
GARHBETA (GBA),27,27,21,21,21,12827,GBA
BISHNUPUR (VSU),26,27,22,21,22,12827,VSU
BANKURA (BQA),26,28,23,22,22,12827,BQA
ADRA JN (ADRA),23,24,21,20,18,12827,ADRA
ANARA (ANR),19,23,22,21,19,12827,ANR
PURULIA JN (PRR),0,10,12,12,11,12827,PRR
PURULIA JN (PRR),0,1,2,2,1,12828,PRR
ANARA (ANR),6,6,6,8,7,12828,ANR
ADRA JN (ADRA),6,10,11,12,10,12828,ADRA
BANKURA (BQA),12,17,17,17,12,12828,BQA
BISHNUPUR (VSU),18,17,18,17,13,12828,VSU
GARHBETA (GBA),13,15,15,14,11,12828,GBA
CHANDRAKONA RD (CDGR),8,13,13,12,9,12828,CDGR
SALBONI (SLB),7,11,11,10,8,12828,SLB
MIDNAPORE (MDN),2,2,4,5,4,12828,MDN
GIRIMAIDAN (GMDN),2,2,4,5,4,12828,GMDN
KHARAGPUR JN (KGP),2,1,3,4,4,12828,KGP
SANTRAGACHI JN (SRC),3,33,15,18,14,12828,SRC
HOWRAH JN (HWH),3,36,17,18,18,12828,HWH
CHENNAI CENTRAL (MAS),1,8,68,91,49,12829,MAS
SULLURUPETA (SPE),1,11,72,113,65,12829,SPE
GUDUR JN (GDR),9,22,80,119,72,12829,GDR
NELLORE (NLR),11,29,90,127,80,12829,NLR
ONGOLE (OGL),6,31,97,133,87,12829,OGL
CHIRALA (CLX),19,55,109,146,97,12829,CLX
TENALI JN (TEL),19,60,113,148,99,12829,TEL
VIJAYAWADA JN (BZA),34,68,118,154,102,12829,BZA
ELURU (EE),37,76,129,165,113,12829,EE
TADEPALLIGUDEM (TDD),35,77,130,167,116,12829,TDD
RAJAMUNDRY (RJY),39,83,152,188,134,12829,RJY
TUNI (TUNI),25,78,152,185,133,12829,TUNI
ANAKAPALLE (AKP),17,75,164,191,135,12829,AKP
VISHAKAPATNAM (VSKP),42,69,149,171,117,12829,VSKP
VIZIANAGRAM JN (VZM),63,80,158,176,117,12829,VZM
SRIKAKULAM ROAD (CHE),63,78,161,181,118,12829,CHE
PALASA (PSA),47,61,152,170,114,12829,PSA
BRAHMAPUR (BAM),37,46,137,157,106,12829,BAM
BALUGAN (BALU),36,51,143,165,111,12829,BALU
KHURDA ROAD JN (KUR),20,43,139,164,107,12829,KUR
BHUBANESWAR (BBS),11,42,135,159,108,12829,BBS
BHUBANESWAR (BBS),1,2,23,71,37,12830,BBS
KHURDA ROAD JN (KUR),9,11,34,82,47,12830,KUR
BALUGAN (BALU),12,10,42,90,54,12830,BALU
BRAHMAPUR (BAM),11,14,47,95,58,12830,BAM
PALASA (PSA),0,0,38,85,44,12830,PSA
SRIKAKULAM ROAD (CHE),9,4,69,109,59,12830,CHE
VIZIANAGRAM JN (VZM),12,8,74,113,63,12830,VZM
VISHAKAPATNAM (VSKP),1,7,72,111,64,12830,VSKP
ANAKAPALLE (AKP),18,19,91,125,74,12830,AKP
TUNI (TUNI),37,38,111,144,96,12830,TUNI
RAJAMUNDRY (RJY),67,66,141,177,129,12830,RJY
TADEPALLIGUDEM (TDD),75,75,152,189,139,12830,TDD
ELURU (EE),75,71,149,186,136,12830,EE
VIJAYAWADA JN (BZA),31,69,137,174,119,12830,BZA
TENALI JN (TEL),42,64,138,177,122,12830,TEL
CHIRALA (CLX),43,70,145,184,129,12830,CLX
ONGOLE (OGL),47,76,152,197,140,12830,OGL
NELLORE (NLR),49,83,159,201,144,12830,NLR
GUDUR JN (GDR),12,41,114,169,116,12830,GDR
SULLURUPETA (SPE),21,57,129,180,124,12830,SPE
CHENNAI CENTRAL (MAS),4,32,101,151,101,12830,MAS
AHMEDABAD JN (ADI),1,5,12,18,24,12833,ADI
MANINAGAR (MAN),1,5,12,18,24,12833,MAN
NADIAD JN (ND),7,11,20,25,32,12833,ND
ANAND JN (ANND),15,20,31,38,46,12833,ANND
VADODARA JN (BRC),13,19,27,36,42,12833,BRC
BHARUCH JN (BH),18,33,32,38,41,12833,BH
SURAT (ST),4,17,20,26,30,12833,ST
UDHNA JN (UDN),5,21,23,27,32,12833,UDN
BARDOLI (BIY),18,31,31,36,41,12833,BIY
MADHI (MID),17,30,32,37,42,12833,MID
VYARA (VYA),13,27,29,35,38,12833,VYA
NAVAPUR (NWU),5,17,20,25,30,12833,NWU
NANDURBAR (NDB),2,12,15,21,24,12833,NDB
DONDAICHA (DDE),1,14,16,22,26,12833,DDE
SINDKHEDA (SNK),1,13,17,23,28,12833,SNK
AMALNER (AN),3,12,14,19,24,12833,AN
DHARANGAON (DXG),1,10,12,17,22,12833,DXG
JALGAON JN (JL),11,9,13,18,19,12833,JL
BHUSAVAL JN (BSL),23,17,19,25,27,12833,BSL
MALKAPUR (MKU),25,19,22,28,30,12833,MKU
NANDURA (NN),23,19,23,30,32,12833,NN
SHEGAON (SEG),24,21,25,32,34,12833,SEG
AKOLA JN (AK),12,34,26,28,29,12833,AK
MURTAJAPUR (MZR),15,36,29,31,31,12833,MZR
BADNERA JN (BD),18,41,38,38,39,12833,BD
CHANDUR (CND),24,52,50,50,53,12833,CND
DHAMANGAON (DMN),27,55,55,57,54,12833,DMN
WARDHA JN (WR),49,69,68,67,62,12833,WR
NAGPUR (NGP),22,51,56,50,44,12833,NGP
KAMPTEE (KP),36,60,64,55,45,12833,KP
BHANDARA ROAD (BRD),44,66,73,68,55,12833,BRD
TUMSAR ROAD (TMR),45,69,74,69,57,12833,TMR
TIRORA (TRO),45,71,77,71,60,12833,TRO
GONDIA JN (G),48,80,84,79,69,12833,G
AMGAON (AGN),51,84,89,83,73,12833,AGN
DONGARGARH (DGG),61,108,104,94,84,12833,DGG
RAJ NANDGAON (RJN),92,134,124,110,97,12833,RJN
DURG (DURG),84,130,121,107,95,12833,DURG
BHILAI PWR HS (BPHB),84,130,121,107,95,12833,BPHB
RAIPUR JN (R),85,139,129,115,101,12833,R
TILDA (TLD),94,144,134,120,105,12833,TLD
BHATAPARA (BYT),94,144,137,122,108,12833,BYT
BILASPUR JN (BSP),78,134,130,115,98,12833,BSP
AKALTARA (AKT),80,135,133,121,104,12833,AKT
NAILA (NIA),82,139,138,126,109,12833,NIA
CHAMPA (CPH),86,143,142,130,113,12833,CPH
BARADWAR (BUA),94,148,146,134,118,12833,BUA
KHARSIA (KHS),94,150,148,137,123,12833,KHS
RAIGARH (RIG),93,154,151,143,130,12833,RIG
BELPAHAR (BPH),105,95,95,95,95,12833,BPH
BRAJRAJNAGAR (BRJN),118,165,163,156,159,12833,BRJN
JHARSUGUDA JN (JSG),127,162,159,157,144,12833,JSG
BAMRA (BMB),132,171,185,179,153,12833,BMB
RAJ GANGPUR (GP),137,176,172,177,165,12833,GP
ROURKELA (ROU),148,191,184,194,182,12833,ROU
CHAKRADHARPUR (CKP),159,204,194,204,187,12833,CKP
TATANAGAR JN (TATA),168,224,213,226,194,12833,TATA
KHARAGPUR JN (KGP),174,228,228,233,222,12833,KGP
SANTRAGACHI JN (SRC),256,433,398,348,311,12833,SRC
HOWRAH JN (HWH),239,426,394,345,307,12833,HWH
HOWRAH JN (HWH),20,21,10,9,11,12834,HWH
KHARAGPUR JN (KGP),16,19,10,9,14,12834,KGP
TATANAGAR JN (TATA),35,31,21,21,26,12834,TATA
CHAKRADHARPUR (CKP),38,39,32,33,41,12834,CKP
ROURKELA (ROU),65,61,58,59,61,12834,ROU
RAJ GANGPUR (GP),68,66,67,66,65,12834,GP
BAMRA (BMB),69,67,77,70,66,12834,BMB
JHARSUGUDA JN (JSG),55,57,59,55,53,12834,JSG
BRAJRAJNAGAR (BRJN),55,59,64,64,68,12834,BRJN
BELPAHAR (BPH),55,50,50,50,50,12834,BPH
RAIGARH (RIG),55,65,77,83,92,12834,RIG
KHARSIA (KHS),55,74,89,102,116,12834,KHS
BARADWAR (BUA),55,79,95,112,130,12834,BUA
CHAMPA (CPH),55,79,96,115,136,12834,CPH
NAILA (NIA),55,78,96,116,140,12834,NIA
AKALTARA (AKT),55,80,101,121,144,12834,AKT
BILASPUR JN (BSP),66,61,76,99,116,12834,BSP
BHATAPARA (BYT),101,76,82,105,122,12834,BYT
TILDA (TLD),102,77,86,107,125,12834,TLD
RAIPUR JN (R),111,82,90,112,131,12834,R
BHILAI PWR HS (BPHB),111,82,90,112,131,12834,BPHB
DURG (DURG),105,79,89,112,130,12834,DURG
RAJ NANDGAON (RJN),125,99,116,136,150,12834,RJN
DONGARGARH (DGG),132,126,138,154,172,12834,DGG
AMGAON (AGN),159,148,159,179,193,12834,AGN
GONDIA JN (G),169,161,166,185,195,12834,G
TIRORA (TRO),182,172,174,192,201,12834,TRO
TUMSAR ROAD (TMR),187,176,178,194,203,12834,TMR
BHANDARA ROAD (BRD),190,178,181,197,207,12834,BRD
KAMPTEE (KP),196,187,192,211,218,12834,KP
NAGPUR (NGP),196,187,195,214,221,12834,NGP
WARDHA JN (WR),216,208,222,240,247,12834,WR
DHAMANGAON (DMN),232,220,232,249,252,12834,DMN
CHANDUR (CND),235,222,235,253,272,12834,CND
BADNERA JN (BD),199,191,206,226,228,12834,BD
MURTAJAPUR (MZR),201,194,209,230,231,12834,MZR
AKOLA JN (AK),203,197,211,230,232,12834,AK
SHEGAON (SEG),213,205,218,238,241,12834,SEG
NANDURA (NN),207,198,211,232,236,12834,NN
MALKAPUR (MKU),199,191,204,225,229,12834,MKU
BHUSAVAL JN (BSL),193,175,189,210,213,12834,BSL
JALGAON JN (JL),206,184,198,219,222,12834,JL
DHARANGAON (DXG),199,177,191,211,215,12834,DXG
AMALNER (AN),200,178,192,212,216,12834,AN
SINDKHEDA (SNK),200,175,188,208,213,12834,SNK
DONDAICHA (DDE),197,172,187,206,211,12834,DDE
NANDURBAR (NDB),186,160,175,196,201,12834,NDB
